hhid,persid,jteid,dayType,start_loc,start_stopid,start_time,start_LGA,end_loc,end_stopid,end_time,end_LGA,mainmode_desc_01,mainmode_desc_02,mainmode_desc_03,mainmode_desc_04,mainmode_desc_05,mainmode_desc_06,mainmode_desc_07,mainmode_desc_08,mainmode_desc_09,mainmode_desc_10,mainmode_desc_11,mainmode_desc_12,mainmode_desc_13,mainmode_desc_14,mainmode_desc_15,destpurp1_desc_01,destpurp1_desc_02,destpurp1_desc_03,destpurp1_desc_04,destpurp1_desc_05,destpurp1_desc_06,destpurp1_desc_07,destpurp1_desc_08,destpurp1_desc_09,destpurp1_desc_10,destpurp1_desc_11,destpurp1_desc_12,destpurp1_desc_13,destpurp1_desc_14,destpurp1_desc_15,destplace1_desc_01,destplace1_desc_02,destplace1_desc_03,destplace1_desc_04,destplace1_desc_05,destplace1_desc_06,destplace1_desc_07,destplace1_desc_08,destplace1_desc_09,destplace1_desc_10,destplace1_desc_11,destplace1_desc_12,destplace1_desc_13,destplace1_desc_14,destplace1_desc_15,startime_01,startime_02,startime_03,startime_04,startime_05,startime_06,startime_07,startime_08,startime_09,startime_10,startime_11,startime_12,startime_13,startime_14,startime_15,arrtime_01,arrtime_02,arrtime_03,arrtime_04,arrtime_05,arrtime_06,arrtime_07,arrtime_08,arrtime_09,arrtime_10,arrtime_11,arrtime_12,arrtime_13,arrtime_14,arrtime_15,vistadist_01,vistadist_02,vistadist_03,vistadist_04,vistadist_05,vistadist_06,vistadist_07,vistadist_08,vistadist_09,vistadist_10,vistadist_11,vistadist_12,vistadist_13,vistadist_14,vistadist_15,travtime_01,travtime_02,travtime_03,travtime_04,travtime_05,travtime_06,travtime_07,travtime_08,travtime_09,travtime_10,travtime_11,travtime_12,travtime_13,travtime_14,travtime_15,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS
Y24H6066218,Y24H6066218P03,Y24H6066218P03JTE425,Weekday,FROM_HOME,Y24H6066218P03S01,510,Greater Shepparton (C),TO_EDUCATION,Y24H6066218P03S01,520.0,Greater Shepparton (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,3.04413,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,3.04413,10.0,370.022676921,Other,Shepparton SA4
Y24H6066218,Y24H6066218P04,Y24H6066218P04JTE426,Weekday,FROM_HOME,Y24H6066218P04S01,510,Greater Shepparton (C),TO_EDUCATION,Y24H6066218P04S01,520.0,Greater Shepparton (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,3.04413,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,3.04413,10.0,369.148123491,Other,Shepparton SA4
Y24H6070104,Y24H6070104P04,Y24H6070104P04JTE427,Weekday,FROM_HOME,Y24H6070104P04S01,490,Casey (C),TO_EDUCATION,Y24H6070104P04S02,510.0,Casey (C),Walking,School Bus,,,,,,,,,,,,,,Change Mode,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,490.0,495.0,,,,,,,,,,,,,,492.0,510.0,,,,,,,,,,,,,,0.18265,8.13235,,,,,,,,,,,,,,2.0,15.0,,,,,,,,,,,,,,School Bus,17,8.315000000000001,20.0,882.618544264,MELB - Outer,Greater Melbourne
Y24H6070109,Y24H6070109P02,Y24H6070109P02JTE428,Weekday,FROM_HOME,Y24H6070109P02S01,510,Casey (C),TO_EDUCATION,Y24H6070109P02S03,560.0,Casey (C),Walking,Public Bus,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,510.0,518.0,549.0,,,,,,,,,,,,,517.0,548.0,560.0,,,,,,,,,,,,,0.34486,5.93038,0.96646,,,,,,,,,,,,,7.0,30.0,11.0,,,,,,,,,,,,,Public Bus,48,7.2417,50.0,2540.656725461,MELB - Outer,Greater Melbourne
Y24H6070109,Y24H6070109P04,Y24H6070109P04JTE429,Weekday,FROM_HOME,Y24H6070109P04S01,480,Casey (C),TO_EDUCATION,Y24H6070109P04S01,540.0,Darebin (C),Vehicle Driver,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,59.07687,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,Vehicle Driver,60,59.07687,60.0,853.040039992,MELB - Outer,Greater Melbourne
Y24H6070140,Y24H6070140P03,Y24H6070140P03JTE430,Weekday,FROM_HOME,Y24H6070140P03S01,495,Casey (C),TO_EDUCATION,Y24H6070140P03S01,510.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,2.96353,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,2.96353,15.0,689.498616014,MELB - Outer,Greater Melbourne
Y24H6070140,Y24H6070140P04,Y24H6070140P04JTE431,Weekday,FROM_HOME,Y24H6070140P04S01,495,Casey (C),TO_EDUCATION,Y24H6070140P04S02,525.0,Casey (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Accompany Someone,Education,,,,,,,,,,,,,,Place of education,Place of education,,,,,,,,,,,,,,495.0,515.0,,,,,,,,,,,,,,510.0,525.0,,,,,,,,,,,,,,2.96353,4.42005,,,,,,,,,,,,,,15.0,10.0,,,,,,,,,,,,,,Vehicle Passenger,25,7.38358,30.0,821.260928562,MELB - Outer,Greater Melbourne
Y24H6070204,Y24H6070204P03,Y24H6070204P03JTE432,Weekday,FROM_HOME,Y24H6070204P03S01,472,Maroondah (C),TO_EDUCATION,Y24H6070204P03S03,518.0,Maroondah (C),Walking,Public Bus,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,472.0,490.0,510.0,,,,,,,,,,,,,477.0,510.0,518.0,,,,,,,,,,,,,0.27602,7.27606,0.80538,,,,,,,,,,,,,5.0,20.0,8.0,,,,,,,,,,,,,Public Bus,33,8.35746,46.0,557.383596805,MELB - Outer,Greater Melbourne
Y24H6070211,Y24H6070211P04,Y24H6070211P04JTE433,Weekday,FROM_HOME,Y24H6070211P04S01,510,Maroondah (C),TO_EDUCATION,Y24H6070211P04S02,532.0,Maroondah (C),Vehicle Passenger,Walking,,,,,,,,,,,,,,Change Mode,Education,,,,,,,,,,,,,,Place of education,Place of education,,,,,,,,,,,,,,510.0,530.0,,,,,,,,,,,,,,530.0,532.0,,,,,,,,,,,,,,8.75158,0.10633,,,,,,,,,,,,,,20.0,2.0,,,,,,,,,,,,,,Vehicle Passenger,22,8.85791,22.0,1225.14082196,MELB - Outer,Greater Melbourne
Y24H6070211,Y24H6070211P05,Y24H6070211P05JTE434,Weekday,FROM_HOME,Y24H6070211P05S01,510,Maroondah (C),TO_EDUCATION,Y24H6070211P05S01,530.0,Maroondah (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,8.75158,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Passenger,20,8.75158,20.0,1326.473030105,MELB - Outer,Greater Melbourne
Y24H6070403,Y24H6070403P03,Y24H6070403P03JTE435,Weekday,FROM_HOME,Y24H6070403P03S01,450,Banyule (C),TO_EDUCATION,Y24H6070403P03S01,480.0,Manningham (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,15.85353,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Passenger,30,15.85353,30.0,520.587364599,MELB - Middle,Greater Melbourne
Y24H6070403,Y24H6070403P04,Y24H6070403P04JTE436,Weekday,FROM_HOME,Y24H6070403P04S01,450,Banyule (C),TO_EDUCATION,Y24H6070403P04S01,480.0,Manningham (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,15.85353,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Passenger,30,15.85353,30.0,520.587364599,MELB - Middle,Greater Melbourne
Y24H6070410,Y24H6070410P02,Y24H6070410P02JTE437,Weekday,FROM_HOME,Y24H6070410P02S01,512,Banyule (C),TO_EDUCATION,Y24H6070410P02S03,548.0,Banyule (C),Vehicle Passenger,Public Bus,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,512.0,536.0,543.0,,,,,,,,,,,,,515.0,543.0,548.0,,,,,,,,,,,,,0.89651,2.58442,0.42829,,,,,,,,,,,,,3.0,7.0,5.0,,,,,,,,,,,,,Public Bus,15,3.90922,36.0,672.739673163,MELB - Middle,Greater Melbourne
Y24H6070418,Y24H6070418P03,Y24H6070418P03JTE438,Weekday,FROM_HOME,Y24H6070418P03S01,460,Banyule (C),TO_EDUCATION,Y24H6070418P03S01,475.0,Banyule (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,460.0,,,,,,,,,,,,,,,475.0,,,,,,,,,,,,,,,4.90025,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,4.90025,15.0,701.195172573,MELB - Middle,Greater Melbourne
Y24H6076118,Y24H6076118P02,Y24H6076118P02JTE439,Weekday,FROM_HOME,Y24H6076118P02S01,510,Campaspe (S),TO_EDUCATION,Y24H6076118P02S01,530.0,Campaspe (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,3.91201,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Passenger,20,3.91201,20.0,1143.466042713,Other,Shepparton SA4
Y24H6076118,Y24H6076118P03,Y24H6076118P03JTE440,Weekday,FROM_HOME,Y24H6076118P03S01,510,Campaspe (S),TO_EDUCATION,Y24H6076118P03S01,530.0,Campaspe (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,3.91201,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Passenger,20,3.91201,20.0,1247.628596248,Other,Shepparton SA4
Y24H6076118,Y24H6076118P04,Y24H6076118P04JTE441,Weekday,FROM_HOME,Y24H6076118P04S01,510,Campaspe (S),TO_EDUCATION,Y24H6076118P04S01,515.0,Campaspe (S),Bicycle,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,0.4374,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Bicycle,5,0.4374,5.0,1029.75359937,Other,Shepparton SA4
Y24H6076209,Y24H6076209P02,Y24H6076209P02JTE442,Weekday,FROM_HOME,Y24H6076209P02S01,532,Greater Shepparton (C),TO_EDUCATION,Y24H6076209P02S01,533.0,Greater Shepparton (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,532.0,,,,,,,,,,,,,,,533.0,,,,,,,,,,,,,,,0.72608,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,Vehicle Passenger,1,0.72608,1.0,342.959088,Other,Shepparton SA4
Y24H6080118,Y24H6080118P03,Y24H6080118P03JTE443,Weekday,FROM_HOME,Y24H6080118P03S01,490,Mornington Peninsula (S),TO_EDUCATION,Y24H6080118P03S02,530.0,Mornington Peninsula (S),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Education,,,,,,,,,,,,,,Place of education,Place of education,,,,,,,,,,,,,,490.0,501.0,,,,,,,,,,,,,,495.0,530.0,,,,,,,,,,,,,,1.92,22.84655,,,,,,,,,,,,,,5.0,29.0,,,,,,,,,,,,,,Vehicle Passenger,34,24.76655,40.0,1418.765498027,MELB - Outer,Greater Melbourne
Y24H6080118,Y24H6080118P05,Y24H6080118P05JTE444,Weekday,FROM_HOME,Y24H6080118P05S01,490,Mornington Peninsula (S),TO_EDUCATION,Y24H6080118P05S01,495.0,Mornington Peninsula (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,1.92,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,1.92,5.0,1027.707753282,MELB - Outer,Greater Melbourne
Y24H6080123,Y24H6080123P03,Y24H6080123P03JTE445,Weekday,FROM_HOME,Y24H6080123P03S01,495,Mornington Peninsula (S),TO_EDUCATION,Y24H6080123P03S02,510.0,Mornington Peninsula (S),Walking,School Bus,,,,,,,,,,,,,,Change Mode,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,495.0,500.0,,,,,,,,,,,,,,500.0,510.0,,,,,,,,,,,,,,0.31211,8.77946,,,,,,,,,,,,,,5.0,10.0,,,,,,,,,,,,,,School Bus,15,9.09157,15.0,1211.066066259,MELB - Outer,Greater Melbourne
Y24H6080123,Y24H6080123P04,Y24H6080123P04JTE446,Weekday,FROM_HOME,Y24H6080123P04S01,510,Mornington Peninsula (S),TO_EDUCATION,Y24H6080123P04S01,515.0,Mornington Peninsula (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,1.5413,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,1.5413,5.0,877.257015174,MELB - Outer,Greater Melbourne
Y24H6080123,Y24H6080123P05,Y24H6080123P05JTE447,Weekday,FROM_HOME,Y24H6080123P05S01,510,Mornington Peninsula (S),TO_EDUCATION,Y24H6080123P05S01,515.0,Mornington Peninsula (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,1.5413,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,1.5413,5.0,1114.896212976,MELB - Outer,Greater Melbourne
Y24H6080304,Y24H6080304P03,Y24H6080304P03JTE448,Weekday,FROM_HOME,Y24H6080304P03S01,495,Hobsons Bay (C),TO_EDUCATION,Y24H6080304P03S01,510.0,Maribyrnong (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,7.15368,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,7.15368,15.0,620.910881712,MELB - Inner,Greater Melbourne
Y24H6080305,Y24H6080305P02,Y24H6080305P02JTE449,Weekday,FROM_HOME,Y24H6080305P02S01,510,Hobsons Bay (C),TO_EDUCATION,Y24H6080305P02S01,517.0,Hobsons Bay (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,517.0,,,,,,,,,,,,,,,3.14561,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,Vehicle Passenger,7,3.14561,7.0,405.233687194,MELB - Inner,Greater Melbourne
Y24H6080308,Y24H6080308P03,Y24H6080308P03JTE450,Weekday,FROM_HOME,Y24H6080308P03S01,480,Hobsons Bay (C),TO_EDUCATION,Y24H6080308P03S03,515.0,Maribyrnong (C),Vehicle Passenger,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,480.0,495.0,505.0,,,,,,,,,,,,,483.0,505.0,515.0,,,,,,,,,,,,,1.22754,5.92608,0.47709,,,,,,,,,,,,,3.0,10.0,10.0,,,,,,,,,,,,,Train,23,7.63071,35.0,265.979383197,MELB - Inner,Greater Melbourne
Y24H6080311,Y24H6080311P03,Y24H6080311P03JTE451,Weekday,FROM_HOME,Y24H6080311P03S01,513,Hobsons Bay (C),TO_EDUCATION,Y24H6080311P03S02,529.0,Hobsons Bay (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Education,,,,,,,,,,,,,,Place of education,Place of education,,,,,,,,,,,,,,513.0,520.0,,,,,,,,,,,,,,520.0,529.0,,,,,,,,,,,,,,4.25114,1.17625,,,,,,,,,,,,,,7.0,9.0,,,,,,,,,,,,,,Vehicle Passenger,16,5.427390000000001,16.0,325.768894311,MELB - Inner,Greater Melbourne
Y24H6080311,Y24H6080311P04,Y24H6080311P04JTE452,Weekday,FROM_HOME,Y24H6080311P04S01,513,Hobsons Bay (C),TO_EDUCATION,Y24H6080311P04S01,520.0,Hobsons Bay (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,513.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,4.25114,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,Vehicle Passenger,7,4.25114,7.0,562.622908274,MELB - Inner,Greater Melbourne
Y24H6080317,Y24H6080317P03,Y24H6080317P03JTE453,Weekday,FROM_HOME,Y24H6080317P03S01,475,Hobsons Bay (C),TO_EDUCATION,Y24H6080317P03S02,493.0,Hobsons Bay (C),Walking,Walking,,,,,,,,,,,,,,Accompany Someone,Education,,,,,,,,,,,,,,Place of education,Place of education,,,,,,,,,,,,,,475.0,485.0,,,,,,,,,,,,,,480.0,493.0,,,,,,,,,,,,,,0.4958,0.47813,,,,,,,,,,,,,,5.0,8.0,,,,,,,,,,,,,,Walking,13,0.97393,18.0,200.828258082,MELB - Inner,Greater Melbourne
Y24H6080336,Y24H6080336P02,Y24H6080336P02JTE454,Weekday,FROM_HOME,Y24H6080336P02S01,510,Hobsons Bay (C),TO_EDUCATION,Y24H6080336P02S01,530.0,Hobsons Bay (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,1.51308,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Walking,20,1.51308,20.0,482.07457473,MELB - Inner,Greater Melbourne
Y24H6080336,Y24H6080336P03,Y24H6080336P03JTE455,Weekday,FROM_HOME,Y24H6080336P03S01,510,Hobsons Bay (C),TO_EDUCATION,Y24H6080336P03S01,530.0,Hobsons Bay (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,1.51308,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Walking,20,1.51308,20.0,482.07457473,MELB - Inner,Greater Melbourne
Y24H6080403,Y24H6080403P03,Y24H6080403P03JTE456,Weekday,FROM_HOME,Y24H6080403P03S01,467,Whittlesea (C),TO_EDUCATION,Y24H6080403P03S01,476.0,Whittlesea (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,467.0,,,,,,,,,,,,,,,476.0,,,,,,,,,,,,,,,2.90403,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,Vehicle Passenger,9,2.90403,9.0,1077.583768919,MELB - Outer,Greater Melbourne
Y24H6080437,Y24H6080437P03,Y24H6080437P03JTE457,Weekday,FROM_HOME,Y24H6080437P03S01,490,Whittlesea (C),TO_EDUCATION,Y24H6080437P03S01,500.0,Whittlesea (C),Bicycle,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,1.01599,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Bicycle,10,1.01599,10.0,1381.424131961,MELB - Outer,Greater Melbourne
Y24H6080439,Y24H6080439P03,Y24H6080439P03JTE458,Weekday,FROM_HOME,Y24H6080439P03S01,488,Whittlesea (C),TO_EDUCATION,Y24H6080439P03S01,514.0,Hume (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,488.0,,,,,,,,,,,,,,,514.0,,,,,,,,,,,,,,,10.85381,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,Vehicle Passenger,26,10.85381,26.0,885.028251575,MELB - Outer,Greater Melbourne
Y24H6080439,Y24H6080439P04,Y24H6080439P04JTE459,Weekday,FROM_HOME,Y24H6080439P04S01,488,Whittlesea (C),TO_EDUCATION,Y24H6080439P04S01,514.0,Hume (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,488.0,,,,,,,,,,,,,,,514.0,,,,,,,,,,,,,,,10.8543,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,Vehicle Passenger,26,10.8543,26.0,856.545297897,MELB - Outer,Greater Melbourne
Y24H6080513,Y24H6080513P03,Y24H6080513P03JTE460,Weekend,FROM_HOME,Y24H6080513P03S01,530,Brimbank (C),TO_EDUCATION,Y24H6080513P03S01,540.0,Brimbank (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,2.6418,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,2.6418,10.0,663.280837063,MELB - Middle,Greater Melbourne
Y24H6080513,Y24H6080513P04,Y24H6080513P04JTE461,Weekend,FROM_HOME,Y24H6080513P04S01,530,Brimbank (C),TO_EDUCATION,Y24H6080513P04S01,540.0,Brimbank (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,2.6418,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,2.6418,10.0,663.280837063,MELB - Middle,Greater Melbourne
Y24H6080515,Y24H6080515P03,Y24H6080515P03JTE462,Weekday,FROM_HOME,Y24H6080515P03S01,510,Brimbank (C),TO_EDUCATION,Y24H6080515P03S01,525.0,Maribyrnong (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,1.9163,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,1.9163,15.0,683.35723559,MELB - Middle,Greater Melbourne
Y24H6080515,Y24H6080515P04,Y24H6080515P04JTE463,Weekday,FROM_HOME,Y24H6080515P04S01,510,Brimbank (C),TO_EDUCATION,Y24H6080515P04S01,525.0,Maribyrnong (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,1.9163,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,1.9163,15.0,1103.056408891,MELB - Middle,Greater Melbourne
Y24H6086102,Y24H6086102P03,Y24H6086102P03JTE464,Weekday,FROM_HOME,Y24H6086102P03S01,480,Greater Shepparton (C),TO_EDUCATION,Y24H6086102P03S03,522.0,Greater Shepparton (C),Walking,Public Bus,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,480.0,503.0,508.0,,,,,,,,,,,,,485.0,508.0,522.0,,,,,,,,,,,,,0.25858,1.23042,1.28011,,,,,,,,,,,,,5.0,5.0,14.0,,,,,,,,,,,,,Public Bus,24,2.7691100000000004,42.0,228.720282074,Other,Shepparton SA4
Y24H6086102,Y24H6086102P04,Y24H6086102P04JTE465,Weekday,FROM_HOME,Y24H6086102P04S01,480,Greater Shepparton (C),TO_EDUCATION,Y24H6086102P04S03,522.0,Greater Shepparton (C),Walking,Public Bus,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,480.0,503.0,508.0,,,,,,,,,,,,,485.0,508.0,522.0,,,,,,,,,,,,,0.25854,0.9935,1.28011,,,,,,,,,,,,,5.0,5.0,14.0,,,,,,,,,,,,,Public Bus,24,2.53215,42.0,228.1796987,Other,Shepparton SA4
Y24H6086105,Y24H6086105P03,Y24H6086105P03JTE466,Weekday,FROM_HOME,Y24H6086105P03S01,522,Greater Shepparton (C),TO_EDUCATION,Y24H6086105P03S01,527.0,Greater Shepparton (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,522.0,,,,,,,,,,,,,,,527.0,,,,,,,,,,,,,,,2.12837,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,2.12837,5.0,210.504438473,Other,Shepparton SA4
Y24H6086105,Y24H6086105P04,Y24H6086105P04JTE467,Weekday,FROM_HOME,Y24H6086105P04S01,522,Greater Shepparton (C),TO_EDUCATION,Y24H6086105P04S01,527.0,Greater Shepparton (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,522.0,,,,,,,,,,,,,,,527.0,,,,,,,,,,,,,,,2.12837,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,2.12837,5.0,407.496689706,Other,Shepparton SA4
Y24H6086125,Y24H6086125P03,Y24H6086125P03JTE468,Weekday,FROM_HOME,Y24H6086125P03S01,510,Greater Shepparton (C),TO_EDUCATION,Y24H6086125P03S01,515.0,Greater Shepparton (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,5.58587,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,5.58587,5.0,929.594705821,Other,Shepparton SA4
Y24H6086125,Y24H6086125P04,Y24H6086125P04JTE469,Weekday,FROM_HOME,Y24H6086125P04S01,510,Greater Shepparton (C),TO_EDUCATION,Y24H6086125P04S01,515.0,Greater Shepparton (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,5.58596,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,5.58596,5.0,927.397596592,Other,Shepparton SA4
