hhid,persid,jtwid,dayType,start_loc,start_stopid,start_time,start_LGA,end_loc,end_stopid,end_time,end_LGA,mainmode_desc_01,mainmode_desc_02,mainmode_desc_03,mainmode_desc_04,mainmode_desc_05,mainmode_desc_06,mainmode_desc_07,mainmode_desc_08,mainmode_desc_09,mainmode_desc_10,mainmode_desc_11,mainmode_desc_12,mainmode_desc_13,mainmode_desc_14,mainmode_desc_15,destpurp1_desc_01,destpurp1_desc_02,destpurp1_desc_03,destpurp1_desc_04,destpurp1_desc_05,destpurp1_desc_06,destpurp1_desc_07,destpurp1_desc_08,destpurp1_desc_09,destpurp1_desc_10,destpurp1_desc_11,destpurp1_desc_12,destpurp1_desc_13,destpurp1_desc_14,destpurp1_desc_15,destplace1_desc_01,destplace1_desc_02,destplace1_desc_03,destplace1_desc_04,destplace1_desc_05,destplace1_desc_06,destplace1_desc_07,destplace1_desc_08,destplace1_desc_09,destplace1_desc_10,destplace1_desc_11,destplace1_desc_12,destplace1_desc_13,destplace1_desc_14,destplace1_desc_15,startime_01,startime_02,startime_03,startime_04,startime_05,startime_06,startime_07,startime_08,startime_09,startime_10,startime_11,startime_12,startime_13,startime_14,startime_15,arrtime_01,arrtime_02,arrtime_03,arrtime_04,arrtime_05,arrtime_06,arrtime_07,arrtime_08,arrtime_09,arrtime_10,arrtime_11,arrtime_12,arrtime_13,arrtime_14,arrtime_15,vistadist_01,vistadist_02,vistadist_03,vistadist_04,vistadist_05,vistadist_06,vistadist_07,vistadist_08,vistadist_09,vistadist_10,vistadist_11,vistadist_12,vistadist_13,vistadist_14,vistadist_15,travtime_01,travtime_02,travtime_03,travtime_04,travtime_05,travtime_06,travtime_07,travtime_08,travtime_09,travtime_10,travtime_11,travtime_12,travtime_13,travtime_14,travtime_15,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS
Y24H5830238,Y24H5830238P01,Y24H5830238P01JTW0320,Weekday,FROM_HOME,Y24H5830238P01S03,554,Knox (C),TO_WORK,Y24H5830238P01S03,561.0,Knox (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,554.0,,,,,,,,,,,,,,,561.0,,,,,,,,,,,,,,,5.05483,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,Vehicle Driver,7,5.05483,7.0,381.798732255,MELB - Middle,Greater Melbourne
Y24H5830240,Y24H5830240P01,Y24H5830240P01JTW0321,Weekday,FROM_HOME,Y24H5830240P01S01,600,Knox (C),TO_WORK,Y24H5830240P01S01,610.0,Knox (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,600.0,,,,,,,,,,,,,,,610.0,,,,,,,,,,,,,,,4.66493,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Driver,10,4.66493,10.0,982.564527725,MELB - Middle,Greater Melbourne
Y24H5830502,Y24H5830502P01,Y24H5830502P01JTW0322,Weekday,FROM_HOME,Y24H5830502P01S01,460,Brimbank (C),TO_WORK,Y24H5830502P01S03,515.0,Melbourne (C),Vehicle Driver,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,460.0,481.0,505.0,,,,,,,,,,,,,470.0,505.0,515.0,,,,,,,,,,,,,3.56456,14.54662,0.691,,,,,,,,,,,,,10.0,24.0,10.0,,,,,,,,,,,,,Train,44,18.80218,55.0,1088.271278166,MELB - Middle,Greater Melbourne
Y24H5830508,Y24H5830508P02,Y24H5830508P02JTW0323,Weekday,FROM_HOME,Y24H5830508P02S01,1020,Brimbank (C),TO_WORK,Y24H5830508P02S01,1030.0,Maribyrnong (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,1020.0,,,,,,,,,,,,,,,1030.0,,,,,,,,,,,,,,,4.82526,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Driver,10,4.82526,10.0,1051.73053093,MELB - Middle,Greater Melbourne
Y24H5830508,Y24H5830508P03,Y24H5830508P03JTW0324,Weekday,FROM_HOME,Y24H5830508P03S01,1050,Brimbank (C),TO_WORK,Y24H5830508P03S02,1120.0,Maribyrnong (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Recreational,Work Related,,,,,,,,,,,,,,Sport and Recreation venue,Place of work,,,,,,,,,,,,,,1050.0,1110.0,,,,,,,,,,,,,,1065.0,1120.0,,,,,,,,,,,,,,5.46704,3.2789,,,,,,,,,,,,,,15.0,10.0,,,,,,,,,,,,,,Vehicle Driver,25,8.745940000000001,70.0,2197.770663697,MELB - Middle,Greater Melbourne
Y24H5840211,Y24H5840211P01,Y24H5840211P01JTW0325,Weekday,FROM_HOME,Y24H5840211P01S01,500,Whitehorse (C),TO_WORK,Y24H5840211P01S05,565.0,Melbourne (C),Vehicle Driver,Vehicle Driver,Walking,Train,Walking,,,,,,,,,,,Pick-up or Drop-off Someone,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,,,,Place of education,Transport Feature,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,500.0,511.0,525.0,545.0,555.0,,,,,,,,,,,510.0,525.0,540.0,555.0,565.0,,,,,,,,,,,4.74021,0.91048,0.91048,9.25356,0.45976,,,,,,,,,,,10.0,14.0,15.0,10.0,10.0,,,,,,,,,,,Train,59,16.27449,65.0,1084.965246627,MELB - Middle,Greater Melbourne
Y24H5840229,Y24H5840229P01,Y24H5840229P01JTW0326,Weekday,FROM_HOME,Y24H5840229P01S01,1005,Manningham (C),TO_WORK,Y24H5840229P01S01,1021.0,Banyule (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,1005.0,,,,,,,,,,,,,,,1021.0,,,,,,,,,,,,,,,10.87127,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,Vehicle Driver,16,10.87127,16.0,1022.933284834,MELB - Middle,Greater Melbourne
Y24H5840302,Y24H5840302P01,Y24H5840302P01JTW0327,Weekday,FROM_HOME,Y24H5840302P01S01,480,Glen Eira (C),TO_WORK,Y24H5840302P01S04,520.0,Melbourne (C),Vehicle Driver,Walking,Train,Walking,,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,480.0,483.0,490.0,514.0,,,,,,,,,,,,483.0,488.0,511.0,520.0,,,,,,,,,,,,1.05906,0.35015,14.28024,0.4996,,,,,,,,,,,,3.0,5.0,21.0,6.0,,,,,,,,,,,,Train,35,16.189049999999998,40.0,446.589818339,MELB - Inner,Greater Melbourne
Y24H5840309,Y24H5840309P01,Y24H5840309P01JTW0328,Weekday,FROM_HOME,Y24H5840309P01S01,465,Glen Eira (C),TO_WORK,Y24H5840309P01S03,515.0,Melbourne (C),Walking,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,465.0,480.0,510.0,,,,,,,,,,,,,475.0,510.0,515.0,,,,,,,,,,,,,1.04225,14.51169,0.37591,,,,,,,,,,,,,10.0,30.0,5.0,,,,,,,,,,,,,Train,45,15.929849999999998,50.0,502.611050422,MELB - Inner,Greater Melbourne
Y24H5840319,Y24H5840319P01,Y24H5840319P01JTW0329,Weekday,FROM_HOME,Y24H5840319P01S01,510,Glen Eira (C),TO_WORK,Y24H5840319P01S02,550.0,Monash (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,,Place of education,Place of work,,,,,,,,,,,,,,510.0,540.0,,,,,,,,,,,,,,520.0,550.0,,,,,,,,,,,,,,1.72573,3.93212,,,,,,,,,,,,,,10.0,10.0,,,,,,,,,,,,,,Vehicle Driver,20,5.65785,40.0,1377.377484243,MELB - Inner,Greater Melbourne
Y24H5840321,Y24H5840321P01,Y24H5840321P01JTW0330,Weekend,FROM_HOME,Y24H5840321P01S01,480,Glen Eira (C),TO_WORK,Y24H5840321P01S01,495.0,Monash (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,8.72237,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Driver,15,8.72237,15.0,613.491211792,MELB - Inner,Greater Melbourne
Y24H5840322,Y24H5840322P01,Y24H5840322P01JTW0331,Weekday,FROM_HOME,Y24H5840322P01S01,426,Glen Eira (C),TO_WORK,Y24H5840322P01S03,475.0,Melbourne (C),Vehicle Driver,Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,Pick-up or Drop-off Someone,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,Place of education,Place of work,Place of work,,,,,,,,,,,,,426.0,433.0,455.0,,,,,,,,,,,,,430.0,454.0,475.0,,,,,,,,,,,,,2.27891,9.47977,10.16941,,,,,,,,,,,,,4.0,21.0,20.0,,,,,,,,,,,,,Vehicle Driver,45,21.92809,49.0,618.66237692,MELB - Inner,Greater Melbourne
Y24H5840322,Y24H5840322P02,Y24H5840322P02JTW0332,Weekday,FROM_HOME,Y24H5840322P02S01,426,Glen Eira (C),TO_WORK,Y24H5840322P02S02,454.0,Yarra (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,,Place of education,Place of work,,,,,,,,,,,,,,426.0,433.0,,,,,,,,,,,,,,430.0,454.0,,,,,,,,,,,,,,2.27902,9.4801,,,,,,,,,,,,,,4.0,21.0,,,,,,,,,,,,,,Vehicle Passenger,25,11.75912,28.0,631.363824869,MELB - Inner,Greater Melbourne
Y24H5840325,Y24H5840325P01,Y24H5840325P01JTW0333,Weekday,FROM_HOME,Y24H5840325P01S01,500,Glen Eira (C),TO_WORK,Y24H5840325P01S03,540.0,Yarra (C),Walking,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,500.0,508.0,530.0,,,,,,,,,,,,,505.0,530.0,540.0,,,,,,,,,,,,,0.28097,10.98902,1.13458,,,,,,,,,,,,,5.0,22.0,10.0,,,,,,,,,,,,,Train,37,12.40457,40.0,527.331995825,MELB - Inner,Greater Melbourne
Y24H5840334,Y24H5840334P01,Y24H5840334P01JTW0334,Weekend,FROM_HOME,Y24H5840334P01S01,559,Glen Eira (C),TO_WORK,Y24H5840334P01S02,570.0,Glen Eira (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Personal Business,Work Related,,,,,,,,,,,,,,Personal services,Place of work,,,,,,,,,,,,,,559.0,566.0,,,,,,,,,,,,,,562.0,570.0,,,,,,,,,,,,,,0.34923,2.88393,,,,,,,,,,,,,,3.0,4.0,,,,,,,,,,,,,,Vehicle Driver,7,3.23316,11.0,549.556027439,MELB - Inner,Greater Melbourne
Y24H5840412,Y24H5840412P01,Y24H5840412P01JTW0335,Weekday,FROM_HOME,Y24H5840412P01S01,420,Hume (C),TO_WORK,Y24H5840412P01S01,491.0,Greater Dandenong (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,,491.0,,,,,,,,,,,,,,,80.69007,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,Vehicle Driver,71,80.69007,71.0,1168.580644203,MELB - Outer,Greater Melbourne
Y24H5840412,Y24H5840412P02,Y24H5840412P02JTW0336,Weekday,FROM_HOME,Y24H5840412P02S01,540,Hume (C),TO_WORK,Y24H5840412P02S02,550.0,Hume (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,,Place of education,Place of work,,,,,,,,,,,,,,540.0,547.0,,,,,,,,,,,,,,545.0,550.0,,,,,,,,,,,,,,2.12004,1.28666,,,,,,,,,,,,,,5.0,3.0,,,,,,,,,,,,,,Vehicle Driver,8,3.4067,10.0,765.584865521,MELB - Outer,Greater Melbourne
Y24H5840422,Y24H5840422P01,Y24H5840422P01JTW0337,Weekday,FROM_HOME,Y24H5840422P01S01,390,Hume (C),TO_WORK,Y24H5840422P01S01,450.0,Whittlesea (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,390.0,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,27.41509,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,Vehicle Driver,60,27.41509,60.0,1664.927495884,MELB - Outer,Greater Melbourne
Y24H5840422,Y24H5840422P02,Y24H5840422P02JTW0338,Weekday,FROM_HOME,Y24H5840422P02S01,390,Hume (C),TO_WORK,Y24H5840422P02S01,420.0,Whittlesea (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,390.0,,,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,,27.41509,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,27.41509,30.0,1664.927495884,MELB - Outer,Greater Melbourne
Y24H5840425,Y24H5840425P01,Y24H5840425P01JTW0339,Weekday,FROM_HOME,Y24H5840425P01S01,450,Hume (C),TO_WORK,Y24H5840425P01S01,495.0,Hume (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,22.88727,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,Vehicle Driver,45,22.88727,45.0,1260.706830112,MELB - Outer,Greater Melbourne
Y24H5840431,Y24H5840431P01,Y24H5840431P01JTW0340,Weekday,FROM_HOME,Y24H5840431P01S01,300,Hume (C),TO_WORK,Y24H5840431P01S01,350.0,Wyndham (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,46.68915,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,Vehicle Driver,50,46.68915,50.0,1887.65914234,MELB - Outer,Greater Melbourne
Y24H5840431,Y24H5840431P02,Y24H5840431P02JTW0341,Weekday,FROM_HOME,Y24H5840431P02S01,530,Hume (C),TO_WORK,Y24H5840431P02S02,570.0,Hume (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Work Related,,,,,,,,,,,,,,Place of education,Place of work,,,,,,,,,,,,,,530.0,555.0,,,,,,,,,,,,,,550.0,570.0,,,,,,,,,,,,,,1.75034,9.18522,,,,,,,,,,,,,,20.0,15.0,,,,,,,,,,,,,,Vehicle Driver,35,10.93556,40.0,1178.83121573,MELB - Outer,Greater Melbourne
Y24H5840501,Y24H5840501P02,Y24H5840501P02JTW0342,Weekday,FROM_HOME,Y24H5840501P02S01,490,Melton (S),TO_WORK,Y24H5840501P02S01,510.0,Melton (S),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,17.33246,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Driver,20,17.33246,20.0,406.861747645,MELB - Outer,Greater Melbourne
Y24H5840503,Y24H5840503P01,Y24H5840503P01JTW0343,Weekday,FROM_HOME,Y24H5840503P01S01,391,Melton (S),TO_WORK,Y24H5840503P01S02,406.0,Melton (S),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Buy Something,Work Related,,,,,,,,,,,,,,Retail venue,Place of work,,,,,,,,,,,,,,391.0,404.0,,,,,,,,,,,,,,399.0,406.0,,,,,,,,,,,,,,4.2911,0.69006,,,,,,,,,,,,,,8.0,2.0,,,,,,,,,,,,,,Vehicle Driver,10,4.98116,15.0,1154.176965162,MELB - Outer,Greater Melbourne
Y24H5840517,Y24H5840517P01,Y24H5840517P01JTW0344,Weekday,FROM_HOME,Y24H5840517P01S01,300,Melton (S),TO_WORK,Y24H5840517P01S01,330.0,Melbourne (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,330.0,,,,,,,,,,,,,,,32.49229,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,32.49229,30.0,703.245796965,MELB - Outer,Greater Melbourne
Y24H5840518,Y24H5840518P01,Y24H5840518P01JTW0345,Weekday,FROM_HOME,Y24H5840518P01S01,471,Melton (S),TO_WORK,Y24H5840518P01S01,495.0,Hume (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,471.0,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,15.66238,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,Vehicle Driver,24,15.66238,24.0,310.837900922,MELB - Outer,Greater Melbourne
Y24H5840532,Y24H5840532P01,Y24H5840532P01JTW0346,Weekday,FROM_HOME,Y24H5840532P01S01,690,Melton (S),TO_WORK,Y24H5840532P01S03,780.0,Hume (C),Walking,Public Bus,Vehicle Passenger,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,690.0,705.0,775.0,,,,,,,,,,,,,705.0,775.0,780.0,,,,,,,,,,,,,1.03728,18.83271,5.16969,,,,,,,,,,,,,15.0,70.0,5.0,,,,,,,,,,,,,Public Bus,90,25.03968,90.0,650.008958463,MELB - Outer,Greater Melbourne
Y24H5840532,Y24H5840532P02,Y24H5840532P02JTW0347,Weekday,FROM_HOME,Y24H5840532P02S01,328,Melton (S),TO_WORK,Y24H5840532P02S01,355.0,Brimbank (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,328.0,,,,,,,,,,,,,,,355.0,,,,,,,,,,,,,,,28.4871,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,Vehicle Driver,27,28.4871,27.0,761.244955335,MELB - Outer,Greater Melbourne
Y24H5840537,Y24H5840537P01,Y24H5840537P01JTW0348,Weekday,FROM_HOME,Y24H5840537P01S01,480,Melton (S),TO_WORK,Y24H5840537P01S03,549.0,Melbourne (C),Vehicle Driver,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,480.0,491.0,538.0,,,,,,,,,,,,,486.0,538.0,549.0,,,,,,,,,,,,,2.36236,36.48855,0.98641,,,,,,,,,,,,,6.0,47.0,11.0,,,,,,,,,,,,,Train,64,39.83732,69.0,737.788854048,MELB - Outer,Greater Melbourne
Y24H5840538,Y24H5840538P02,Y24H5840538P02JTW0349,Weekday,FROM_HOME,Y24H5840538P02S01,660,Melton (S),TO_WORK,Y24H5840538P02S01,690.0,Hume (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,660.0,,,,,,,,,,,,,,,690.0,,,,,,,,,,,,,,,27.35728,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,27.35728,30.0,1183.976332651,MELB - Outer,Greater Melbourne
Y24H5840539,Y24H5840539P02,Y24H5840539P02JTW0350,Weekday,FROM_HOME,Y24H5840539P02S01,420,Melton (S),TO_WORK,Y24H5840539P02S01,480.0,Port Phillip (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,43.26405,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,Vehicle Driver,60,43.26405,60.0,577.889677559,MELB - Outer,Greater Melbourne
Y24H5850202,Y24H5850202P01,Y24H5850202P01JTW0351,Weekday,FROM_HOME,Y24H5850202P01S01,475,Knox (C),TO_WORK,Y24H5850202P01S03,547.0,Melbourne (C),Walking,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,475.0,491.0,542.0,,,,,,,,,,,,,490.0,540.0,547.0,,,,,,,,,,,,,0.98515,33.49731,0.30529,,,,,,,,,,,,,15.0,49.0,5.0,,,,,,,,,,,,,Train,69,34.78775,72.0,379.961976418,MELB - Outer,Greater Melbourne
Y24H5850205,Y24H5850205P02,Y24H5850205P02JTW0352,Weekday,FROM_HOME,Y24H5850205P02S01,360,Knox (C),TO_WORK,Y24H5850205P02S01,400.0,Knox (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,360.0,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,,12.20606,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,Vehicle Driver,40,12.20606,40.0,1001.935897766,MELB - Outer,Greater Melbourne
Y24H5850212,Y24H5850212P01,Y24H5850212P01JTW0353,Weekday,FROM_HOME,Y24H5850212P01S01,390,Knox (C),TO_WORK,Y24H5850212P01S01,420.0,Monash (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,390.0,,,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,,14.8602,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,14.8602,30.0,884.413122699,MELB - Outer,Greater Melbourne
Y24H5850212,Y24H5850212P01,Y24H5850212P01JTW0354,Weekday,FROM_HOME,Y24H5850212P01S05,844,Knox (C),TO_WORK,Y24H5850212P01S05,869.0,Boroondara (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,844.0,,,,,,,,,,,,,,,869.0,,,,,,,,,,,,,,,20.59732,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Vehicle Driver,25,20.59732,25.0,884.413122699,MELB - Outer,Greater Melbourne
Y24H5850219,Y24H5850219P03,Y24H5850219P03JTW0355,Weekday,FROM_HOME,Y24H5850219P03S01,983,Knox (C),TO_WORK,Y24H5850219P03S03,1019.0,Maroondah (C),Walking,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,983.0,1007.0,1013.0,,,,,,,,,,,,,996.0,1013.0,1019.0,,,,,,,,,,,,,0.94257,5.37829,0.54144,,,,,,,,,,,,,13.0,6.0,6.0,,,,,,,,,,,,,Train,25,6.862299999999999,36.0,1824.684624391,MELB - Outer,Greater Melbourne
Y24H5850224,Y24H5850224P01,Y24H5850224P01JTW0356,Weekday,FROM_HOME,Y24H5850224P01S03,564,Knox (C),TO_WORK,Y24H5850224P01S03,624.0,Hume (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,564.0,,,,,,,,,,,,,,,624.0,,,,,,,,,,,,,,,58.13828,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,Vehicle Driver,60,58.13828,60.0,375.323534882,MELB - Outer,Greater Melbourne
Y24H5850231,Y24H5850231P01,Y24H5850231P01JTW0357,Weekday,FROM_HOME,Y24H5850231P01S01,410,Knox (C),TO_WORK,Y24H5850231P01S01,450.0,Stonnington (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,410.0,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,27.52441,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,Vehicle Driver,40,27.52441,40.0,705.739235523,MELB - Outer,Greater Melbourne
Y24H5850302,Y24H5850302P01,Y24H5850302P01JTW0358,Weekday,FROM_HOME,Y24H5850302P01S01,496,Melbourne (C),TO_WORK,Y24H5850302P01S03,529.0,Yarra (C),Walking,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,496.0,508.0,521.0,,,,,,,,,,,,,506.0,521.0,529.0,,,,,,,,,,,,,1.10326,3.97931,0.62315,,,,,,,,,,,,,10.0,13.0,8.0,,,,,,,,,,,,,Train,31,5.70572,33.0,1159.914008235,MELB - Inner,Greater Melbourne
Y24H5850310,Y24H5850310P01,Y24H5850310P01JTW0359,Weekday,FROM_HOME,Y24H5850310P01S01,420,Melbourne (C),TO_WORK,Y24H5850310P01S01,440.0,Brimbank (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,,440.0,,,,,,,,,,,,,,,16.17312,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Driver,20,16.17312,20.0,5143.181463344,MELB - Inner,Greater Melbourne
Y24H5850310,Y24H5850310P02,Y24H5850310P02JTW0360,Weekday,FROM_HOME,Y24H5850310P02S04,585,Melbourne (C),TO_WORK,Y24H5850310P02S04,597.0,Melbourne (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,585.0,,,,,,,,,,,,,,,597.0,,,,,,,,,,,,,,,2.1987,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,Vehicle Driver,12,2.1987,12.0,1099.881551964,MELB - Inner,Greater Melbourne
Y24H5850310,Y24H5850310P02,Y24H5850310P02JTW0361,Weekday,FROM_HOME,Y24H5850310P02S06,1005,Melbourne (C),TO_WORK,Y24H5850310P02S06,1017.0,Melbourne (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,1005.0,,,,,,,,,,,,,,,1017.0,,,,,,,,,,,,,,,2.1987,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,Vehicle Driver,12,2.1987,12.0,1099.881551964,MELB - Inner,Greater Melbourne
Y24H5850311,Y24H5850311P02,Y24H5850311P02JTW0362,Weekday,FROM_HOME,Y24H5850311P02S01,510,Melbourne (C),TO_WORK,Y24H5850311P02S02,539.0,Melbourne (C),Walking,Walking,,,,,,,,,,,,,,Social,Work Related,,,,,,,,,,,,,,Entertainment venue,Place of work,,,,,,,,,,,,,,510.0,517.0,,,,,,,,,,,,,,511.0,539.0,,,,,,,,,,,,,,0.07512,1.71937,,,,,,,,,,,,,,1.0,22.0,,,,,,,,,,,,,,Walking,23,1.79449,29.0,1443.319376994,MELB - Inner,Greater Melbourne
