tripid,hhid_x,persid,tripno,starthour,startime,arrhour,arrtime,origplace1,origplace2,origpurp1,origpurp2,origlga,destplace1,destplace2,destpurp1,destpurp2,destlga,triptime,travtime,cumdist,linkmode,trippurp,duration,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,time1,time2,time3,time4,time5,time6,time7,time8,time9,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,trippoststratweight,trippoststratweight_GROUP_1,trippoststratweight_GROUP_2,trippoststratweight_GROUP_3,trippoststratweight_GROUP_4,trippoststratweight_GROUP_5,trippoststratweight_GROUP_6,trippoststratweight_GROUP_7,trippoststratweight_GROUP_8,trippoststratweight_GROUP_9,trippoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType,start_hour,arr_hour,is_morning_peak,is_evening_peak,is_peak_hour,time_of_day,distance_category,purpose_category,mode_category,duration_category,hhid_y,age_decade,sex,wfh_category,household_income,vehicle_availability,zone
Y24H6180430P01T03,Y24H6180430,Y24H6180430P01,3,13,780,13,783,Entertainment venue,Restaurant or Cafe,Social,Ate or drank,Melbourne (C),Place of work,My Workplace,Work Related,Own Workplace,Melbourne (C),3,3.0,0.23641,Walking,Work Related,215,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.23641,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,537.061655503,510.716613663,789.072356924,623.868827152,478.779594449,464.294491073,659.700513222,708.953754106,0.0,505.088898247,591.260327155,MELB - Middle,Greater Melbourne,Weekday,13.0,13.05,0,0,0,Afternoon (12-15],Short (0-10],Mandatory,Active,Short (0-10],Y24H6180430,30->39,Male,Frequent,168999.0,Limited,Middle
Y24H6180430P02T01,Y24H6180430,Y24H6180430P02,1,7,435,8,525,Accommodation,Survey Home,At Home,Go home,Merri-bek (C),Place of work,My Workplace,Work Related,Own Workplace,Whitehorse (C),90,85.0,25.71623,Train,Work Related,495,Walking,Train,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7,62,16,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.4768,24.44098,0.79845,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,641.318382011,628.061787481,826.219848232,869.164388543,504.268043991,665.344591907,773.917156901,933.636605959,0.0,596.890939235,703.262308065,MELB - Middle,Greater Melbourne,Weekday,7.25,8.75,1,0,1,Morning Peak (6-9],Long (20-40],Mandatory,Public,Very Long (40+),Y24H6180430,30->39,Female,Never,168999.0,Limited,Middle
Y24H6180509P01T01,Y24H6180509,Y24H6180509P01,1,8,480,8,500,Accommodation,Survey Home,At Home,Go home,Maribyrnong (C),Place of work,My Workplace,Work Related,Own Workplace,Maribyrnong (C),20,20.0,0.37345,Vehicle Driver,Work Related,490,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,20,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.37345,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,611.322897696,682.172217901,677.702780963,748.63812175,670.446103289,503.529782982,0.0,805.096151443,718.9112356,618.431505057,705.450479137,MELB - Middle,Greater Melbourne,Weekday,8.0,8.333333333333334,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Medium (10-20],Y24H6180509,50->59,Male,Never,11699.0,Moderate,Middle
Y24H6180509P02T01,Y24H6180509,Y24H6180509P02,1,10,600,10,602,Accommodation,Survey Home,At Home,Go home,Maribyrnong (C),Place of work,My Workplace,Work Related,Own Workplace,Maribyrnong (C),2,2.0,0.37345,Vehicle Driver,Work Related,328,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.37345,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,627.140623611,656.760617014,755.204881657,677.151937514,686.663024366,533.09565916,0.0,867.752144543,708.817379348,608.770702802,630.161588098,MELB - Middle,Greater Melbourne,Weekday,10.0,10.033333333333333,0,0,0,Late Morning (9-12],Short (0-10],Mandatory,Private,Short (0-10],Y24H6180509,40->49,Female,Never,11699.0,Moderate,Middle
Y24H6180509P03T02,Y24H6180509,Y24H6180509P03,2,7,468,8,503,Place of education,Childcare,Accompany Someone,Accompanied someone,Maribyrnong (C),Place of work,My Workplace,Work Related,Own Workplace,Boroondara (C),35,35.0,19.15155,Motorcycle,Work Related,284,Motorcycle,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,35,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,19.15155,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,433.903859982,461.58615245,466.460834698,520.826061811,515.029464314,386.79229107,0.0,561.408412405,501.151351887,411.973005616,441.50407426,MELB - Middle,Greater Melbourne,Weekday,7.8,8.383333333333333,1,0,1,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Long (20-40],Y24H6180509,30->39,Male,Frequent,11699.0,Moderate,Middle
Y24H6180509P03T04,Y24H6180509,Y24H6180509P03,4,13,803,13,805,Outdoor feature,Park,Social,Ate or drank,Boroondara (C),Place of work,My Workplace,Work Related,Own Workplace,Boroondara (C),2,2.0,0.2034,Walking,Work Related,215,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.2034,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,433.903859982,461.58615245,466.460834698,520.826061811,515.029464314,386.79229107,0.0,561.408412405,501.151351887,411.973005616,441.50407426,MELB - Middle,Greater Melbourne,Weekday,13.383333333333333,13.416666666666666,0,0,0,Afternoon (12-15],Short (0-10],Mandatory,Active,Short (0-10],Y24H6180509,30->39,Male,Frequent,11699.0,Moderate,Middle
Y24H6180510P02T01,Y24H6180510,Y24H6180510P02,1,6,400,7,430,Accommodation,Survey Home,At Home,Go home,Maribyrnong (C),Place of work,Another workplace or site,Work Related,Employers Business,Port Phillip (C),30,30.0,13.93745,Vehicle Driver,Work Related,230,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,30,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13.93745,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1592.108259728,1768.684449329,1711.960944876,2031.362723162,2125.419701226,1654.361219783,0.0,1964.071493348,1587.246556969,1735.148133061,1369.571672753,MELB - Middle,Greater Melbourne,Weekday,6.666666666666667,7.166666666666667,0,0,0,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Long (20-40],Y24H6180510,20->29,Male,Never,84499.0,Adequate,Middle
Y24H6180510P02T02,Y24H6180510,Y24H6180510P02,2,11,660,11,665,Place of work,Another workplace or site,Work Related,Employers Business,Port Phillip (C),Place of work,Another workplace or site,Work Related,Employers Business,Port Phillip (C),5,5.0,1.6669,Vehicle Driver,Work Related,235,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.6669,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1592.108259728,1768.684449329,1711.960944876,2031.362723162,2125.419701226,1654.361219783,0.0,1964.071493348,1587.246556969,1735.148133061,1369.571672753,MELB - Middle,Greater Melbourne,Weekday,11.0,11.083333333333334,0,0,0,Late Morning (9-12],Short (0-10],Mandatory,Private,Short (0-10],Y24H6180510,20->29,Male,Never,84499.0,Adequate,Middle
Y24H6180515P01T01,Y24H6180515,Y24H6180515P01,1,7,462,8,494,Accommodation,Survey Home,At Home,Go home,Maribyrnong (C),Place of work,My Workplace,Work Related,Own Workplace,Melton (S),32,32.0,39.65533,Vehicle Driver,Work Related,480,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,32,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,39.65533,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,320.980165093,318.145379429,373.781668009,360.401153726,360.442617844,317.874313837,0.0,416.869740842,347.409762076,330.258422593,344.346134605,MELB - Middle,Greater Melbourne,Weekday,7.7,8.233333333333333,1,0,1,Morning Peak (6-9],Long (20-40],Mandatory,Private,Long (20-40],Y24H6180515,60->69,Male,Never,220999.0,Moderate,Middle
Y24H6180515P02T02,Y24H6180515,Y24H6180515P02,2,8,508,9,559,Place of education,Secondary School,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Maribyrnong (C),Place of work,My Workplace,Work Related,Own Workplace,Melbourne (C),51,51.0,15.09181,Vehicle Driver,Work Related,386,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,51,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15.09181,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,447.883259774,452.465423137,584.373849686,520.57351309,460.945630267,423.122718581,0.0,536.989459721,520.17688428,453.140515097,497.172715863,MELB - Middle,Greater Melbourne,Weekday,8.466666666666667,9.316666666666666,1,0,1,Late Morning (9-12],Medium (10-20],Mandatory,Private,Very Long (40+),Y24H6180515,50->59,Female,Occasional,220999.0,Moderate,Middle
Y24H6180518P01T01,Y24H6180518,Y24H6180518P01,1,9,570,9,594,Accommodation,Survey Home,At Home,Go home,Maribyrnong (C),Place of work,My Workplace,Work Related,Own Workplace,Hobsons Bay (C),24,24.0,11.46097,Vehicle Driver,Work Related,336,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,24,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11.46097,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,336.786421176,378.669626928,314.274612995,418.838136555,429.537328091,311.831580841,0.0,366.881748274,369.522862097,391.977299086,358.804938017,MELB - Middle,Greater Melbourne,Weekday,9.5,9.9,0,0,0,Late Morning (9-12],Medium (10-20],Mandatory,Private,Long (20-40],Y24H6180518,60->69,Male,Never,58499.0,Moderate,Middle
Y24H6180523P01T03,Y24H6180523,Y24H6180523P01,3,9,595,10,605,Entertainment venue,Restaurant or Cafe,Social,Ate or drank,Moonee Valley (C),Place of work,Another workplace or site,Work Related,Employers Business,Brimbank (C),10,10.0,1.00824,Vehicle Driver,Work Related,30,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.00824,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,600.310252295,673.222188418,690.906033562,481.065100014,938.708841527,664.779286265,592.301909324,0.0,662.275765378,668.739430232,882.352514852,MELB - Middle,Greater Melbourne,Weekday,9.916666666666666,10.083333333333334,0,0,0,Late Morning (9-12],Short (0-10],Mandatory,Private,Short (0-10],Y24H6180523,30->39,Male,Never,285999.0,Moderate,Middle
Y24H6180523P02T01,Y24H6180523,Y24H6180523P02,1,7,460,8,480,Accommodation,Survey Home,At Home,Go home,Moonee Valley (C),Place of work,My Workplace,Work Related,Own Workplace,Moonee Valley (C),20,20.0,5.76046,Vehicle Driver,Work Related,610,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,20,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5.76046,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,511.728861657,570.280074644,568.837193163,396.122273603,777.515893985,519.804687022,507.059317888,0.0,570.394599177,628.02393272,562.423258784,MELB - Middle,Greater Melbourne,Weekday,7.666666666666667,8.0,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Medium (10-20],Y24H6180523,30->39,Female,Never,285999.0,Moderate,Middle
Y24H6180524P02T01,Y24H6180524,Y24H6180524P02,1,7,443,7,458,Accommodation,Survey Home,At Home,Go home,Moonee Valley (C),Place of work,My Workplace,Work Related,Own Workplace,Brimbank (C),15,15.0,15.29309,Vehicle Driver,Work Related,478,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15.29309,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,705.972232037,833.41411129,706.04209639,603.188649611,1287.790438995,680.558471623,745.710496981,0.0,775.933976375,637.084837295,615.517706433,MELB - Middle,Greater Melbourne,Weekday,7.383333333333334,7.633333333333334,1,0,1,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Medium (10-20],Y24H6180524,50->59,Female,Never,168999.0,Moderate,Middle
Y24H6180529P01T01,Y24H6180529,Y24H6180529P01,1,5,310,5,350,Accommodation,Survey Home,At Home,Go home,Moonee Valley (C),Place of work,My Workplace,Work Related,Own Workplace,Melbourne (C),40,40.0,15.75004,Vehicle Driver,Work Related,610,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,40,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15.75004,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1797.430600667,1733.533082617,1685.464920472,1726.382528251,3103.604267129,1979.861697276,1757.132236839,0.0,1861.885654809,1641.913014841,1810.063959102,MELB - Middle,Greater Melbourne,Weekday,5.166666666666667,5.833333333333333,0,0,0,Early Morning (0-6],Medium (10-20],Mandatory,Private,Long (20-40],Y24H6180529,50->59,Female,Occasional,285999.0,Moderate,Middle
Y24H6180529P02T01,Y24H6180529,Y24H6180529P02,1,7,430,7,475,Accommodation,Survey Home,At Home,Go home,Moonee Valley (C),Place of work,My Workplace,Work Related,Own Workplace,Melbourne (C),45,45.0,16.19795,Vehicle Driver,Work Related,545,Vehicle Driver,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,40,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15.80842,0.38953,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1177.139651735,820.950320038,1063.540145922,1286.343627535,2165.354796842,1395.847714281,1111.028848996,0.0,1114.860367849,1251.826472862,1657.60220158,MELB - Middle,Greater Melbourne,Weekday,7.166666666666667,7.916666666666667,1,0,1,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Very Long (40+),Y24H6180529,20->29,Female,Never,285999.0,Moderate,Middle
Y24H6180529P03T01,Y24H6180529,Y24H6180529P03,1,8,510,8,530,Accommodation,Survey Home,At Home,Go home,Moonee Valley (C),Place of work,My Workplace,Work Related,Own Workplace,Brimbank (C),20,20.0,13.49906,Vehicle Driver,Work Related,535,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,20,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13.49906,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,885.185056466,804.578956469,1018.167773023,902.189064769,1322.318748237,1063.264189705,1010.758534701,0.0,920.164526029,733.420051044,998.206415679,MELB - Middle,Greater Melbourne,Weekday,8.5,8.833333333333334,1,0,1,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Medium (10-20],Y24H6180529,10->19,Female,Never,285999.0,Moderate,Middle
Y24H6180536P02T01,Y24H6180536,Y24H6180536P02,1,6,405,7,435,Accommodation,Survey Home,At Home,Go home,Moonee Valley (C),Place of work,My Workplace,Work Related,Own Workplace,Hume (C),30,30.0,19.05199,Vehicle Driver,Work Related,405,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,30,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,19.05199,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,509.18248474,567.655354312,606.038867234,446.764133696,953.027221612,594.696506527,498.593538282,0.0,522.830755832,522.491097262,673.048730224,MELB - Middle,Greater Melbourne,Weekday,6.75,7.25,0,0,0,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Long (20-40],Y24H6180536,30->39,Male,Never,194999.0,Limited,Middle
Y24H6190108P01T03,Y24H6190108,Y24H6190108P01,3,9,555,9,563,Other place,Other NEC,Other Purpose,Other (NEC),Frankston (C),Place of work,Another workplace or site,Work Related,Employers Business,Frankston (C),8,8.0,3.52207,Vehicle Driver,Work Related,127,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,8,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3.52207,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,380.065162324,373.428626763,487.269485901,314.77724413,385.79735208,502.71979746,377.748749222,392.162250563,370.253937979,399.019586931,0.0,MELB - Outer,Greater Melbourne,Weekday,9.25,9.383333333333333,0,0,0,Late Morning (9-12],Short (0-10],Mandatory,Private,Short (0-10],Y24H6190108,50->59,Male,Never,46799.0,Moderate,Outer
Y24H6190110P01T01,Y24H6190110,Y24H6190110P01,1,8,501,9,547,Accommodation,Survey Home,At Home,Go home,Mornington Peninsula (S),Place of work,My Workplace,Work Related,Own Workplace,Knox (C),46,46.0,69.8415,Vehicle Driver,Work Related,433,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,46,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,69.8415,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,379.938146712,387.251506617,396.233741614,415.796350928,385.64090087,440.065383585,382.172910615,390.775776011,509.65833389,386.546465778,0.0,MELB - Outer,Greater Melbourne,Weekday,8.35,9.116666666666667,1,0,1,Late Morning (9-12],Very Long (40+),Mandatory,Private,Very Long (40+),Y24H6190110,50->59,Male,Never,194999.0,Moderate,Outer
Y24H6190115P01T01,Y24H6190115,Y24H6190115P01,1,6,390,7,466,Accommodation,Survey Home,At Home,Go home,Mornington Peninsula (S),Place of work,My Workplace,Work Related,Own Workplace,Greater Dandenong (C),76,76.0,49.28669,Vehicle Driver,Work Related,135,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,76,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,49.28669,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,362.275841324,356.489454562,506.146501474,267.128750586,333.707372502,443.916163876,327.774526255,415.59087959,465.252211219,388.900456952,0.0,MELB - Outer,Greater Melbourne,Weekday,6.5,7.766666666666667,0,0,0,Morning Peak (6-9],Very Long (40+),Mandatory,Private,Very Long (40+),Y24H6190115,40->49,Male,Never,97499.0,Abundant,Outer
Y24H6190115P01T03,Y24H6190115,Y24H6190115P01,3,10,606,10,607,Entertainment venue,Restaurant or Cafe,Buy Something,Bought something,Greater Dandenong (C),Place of work,My Workplace,Work Related,Own Workplace,Greater Dandenong (C),1,1.0,0.64581,Vehicle Driver,Work Related,145,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.64581,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,362.275841324,356.489454562,506.146501474,267.128750586,333.707372502,443.916163876,327.774526255,415.59087959,465.252211219,388.900456952,0.0,MELB - Outer,Greater Melbourne,Weekday,10.1,10.116666666666667,0,0,0,Late Morning (9-12],Short (0-10],Mandatory,Private,Short (0-10],Y24H6190115,40->49,Male,Never,97499.0,Abundant,Outer
Y24H6190115P01T05,Y24H6190115,Y24H6190115P01,5,12,763,12,765,Retail venue,Fast Food,Buy Something,Bought something,Greater Dandenong (C),Place of work,My Workplace,Work Related,Own Workplace,Greater Dandenong (C),2,2.0,1.6976,Vehicle Driver,Work Related,225,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.6976,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,362.275841324,356.489454562,506.146501474,267.128750586,333.707372502,443.916163876,327.774526255,415.59087959,465.252211219,388.900456952,0.0,MELB - Outer,Greater Melbourne,Weekday,12.716666666666667,12.75,0,0,0,Afternoon (12-15],Short (0-10],Mandatory,Private,Short (0-10],Y24H6190115,40->49,Male,Never,97499.0,Abundant,Outer
Y24H6190117P01T02,Y24H6190117,Y24H6190117P01,2,8,500,8,535,Transport Feature,Bus Stop,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Mornington Peninsula (S),Place of work,My Workplace,Work Related,Own Workplace,Mornington Peninsula (S),35,35.0,30.29797,Vehicle Driver,Work Related,340,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,35,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,30.29797,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,662.487881419,671.903252965,681.490952951,805.866967579,644.79284039,789.828156311,706.425181201,639.635252546,894.126700519,758.92768073,0.0,MELB - Outer,Greater Melbourne,Weekday,8.333333333333334,8.916666666666666,1,0,1,Morning Peak (6-9],Long (20-40],Mandatory,Private,Long (20-40],Y24H6190117,40->49,Female,Never,71499.0,Limited,Outer
Y24H6190118P01T02,Y24H6190118,Y24H6190118P01,2,8,520,9,540,Place of education,Secondary School,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Mornington Peninsula (S),Place of work,My Workplace,Work Related,Own Workplace,Mornington Peninsula (S),20,20.0,15.66213,Vehicle Driver,Work Related,360,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,20,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15.66213,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,660.458890088,659.931215708,758.055857816,787.943357612,614.269763353,682.170070515,619.844884425,697.641571155,674.818130354,669.054409506,0.0,MELB - Outer,Greater Melbourne,Weekday,8.666666666666666,9.0,1,0,1,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Medium (10-20],Y24H6190118,50->59,Female,Never,168999.0,Moderate,Outer
Y24H6190118P02T01,Y24H6190118,Y24H6190118P02,1,5,300,6,380,Accommodation,Survey Home,At Home,Go home,Mornington Peninsula (S),Place of work,My Workplace,Work Related,Own Workplace,Hume (C),80,80.0,108.05858,Vehicle Driver,Work Related,999,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,80,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,108.05858,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,591.309838703,594.302584538,616.327502851,831.032112245,547.945116956,648.685536093,587.83674905,662.970798495,644.890694068,606.777706242,0.0,MELB - Outer,Greater Melbourne,Weekday,5.0,6.333333333333333,0,0,0,Morning Peak (6-9],Very Long (40+),Mandatory,Private,Very Long (40+),Y24H6190118,50->59,Male,Occasional,168999.0,Moderate,Outer
Y24H6190122P01T01,Y24H6190122,Y24H6190122P01,1,8,510,8,513,Accommodation,Survey Home,At Home,Go home,Mornington Peninsula (S),Place of work,My Workplace,Work Related,Own Workplace,Mornington Peninsula (S),3,3.0,1.07708,Vehicle Driver,Work Related,325,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.07708,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,463.029900448,454.441533282,471.859891073,331.515267477,715.762660581,609.879944223,542.170544124,449.693436221,492.211386362,512.124688604,0.0,MELB - Outer,Greater Melbourne,Weekday,8.5,8.55,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H6190122,50->59,Female,Never,116999.0,Abundant,Outer
Y24H6190124P01T01,Y24H6190124,Y24H6190124P01,1,13,781,13,794,Accommodation,Survey Home,At Home,Go home,Mornington Peninsula (S),Place of work,My Workplace,Work Related,Own Workplace,Mornington Peninsula (S),13,13.0,9.59876,Vehicle Driver,Work Related,589,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9.59876,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,259.893894655,264.154875285,263.119661156,192.773614445,274.90690098,296.237560312,289.565778785,271.630446664,408.796534038,294.405085753,0.0,MELB - Outer,Greater Melbourne,Weekday,13.016666666666667,13.233333333333333,0,0,0,Afternoon (12-15],Short (0-10],Mandatory,Private,Medium (10-20],Y24H6190124,60->69,Male,Never,116999.0,Moderate,Outer
Y24H6190130P01T01,Y24H6190130,Y24H6190130P01,1,7,450,7,465,Accommodation,Survey Home,At Home,Go home,Mornington Peninsula (S),Place of work,My Workplace,Work Related,Own Workplace,Mornington Peninsula (S),15,15.0,13.49491,Vehicle Driver,Work Related,495,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13.49491,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,499.948234762,504.310409384,502.051908715,589.589842333,508.92186623,545.411319429,462.106507096,542.654725188,674.134071639,510.410862337,0.0,MELB - Outer,Greater Melbourne,Weekday,7.5,7.75,1,0,1,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Medium (10-20],Y24H6190130,60->69,Male,Never,168999.0,Moderate,Outer
