tripid,hhid_x,persid,tripno,starthour,startime,arrhour,arrtime,origplace1,origplace2,origpurp1,origpurp2,origlga,destplace1,destplace2,destpurp1,destpurp2,destlga,triptime,travtime,cumdist,linkmode,trippurp,duration,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,time1,time2,time3,time4,time5,time6,time7,time8,time9,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,trippoststratweight,trippoststratweight_GROUP_1,trippoststratweight_GROUP_2,trippoststratweight_GROUP_3,trippoststratweight_GROUP_4,trippoststratweight_GROUP_5,trippoststratweight_GROUP_6,trippoststratweight_GROUP_7,trippoststratweight_GROUP_8,trippoststratweight_GROUP_9,trippoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType,start_hour,arr_hour,is_morning_peak,is_evening_peak,is_peak_hour,time_of_day,distance_category,purpose_category,mode_category,duration_category,hhid_y,age_decade,sex,life_stage,household_income,vehicle_availability,zone
Y24H5750430P03T01,Y24H5750430,Y24H5750430P03,1,8,521,9,554,Accommodation,Survey Home,At Home,Go home,Whittlesea (C),Place of education,Primary School,Education,At school,Merri-bek (C),33,33.0,23.42088,Vehicle Passenger,Education,369,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,33,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,23.42088,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,496.38484172,524.689880587,906.952102249,471.952374364,500.089668305,584.052024926,0.0,502.861199197,529.616874632,506.528349411,597.566413354,MELB - Outer,Greater Melbourne,Weekday,8.683333333333334,9.233333333333333,1,0,1,Late Morning (9-12],Long (20-40],Mandatory,Private,Long (20-40],Y24H5750430,0->9,Male,Student,71499.0,Limited,Outer
Y24H5750430P04T01,Y24H5750430,Y24H5750430P04,1,8,521,9,554,Accommodation,Survey Home,At Home,Go home,Whittlesea (C),Place of education,Primary School,Education,At school,Merri-bek (C),33,33.0,23.42088,Vehicle Passenger,Education,369,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,33,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,23.42088,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1295.175903853,1204.701808613,2316.170747992,1282.410156606,1586.953083952,1379.885473328,0.0,1419.575350516,1312.33998791,1212.176013026,1609.959547316,MELB - Outer,Greater Melbourne,Weekday,8.683333333333334,9.233333333333333,1,0,1,Late Morning (9-12],Long (20-40],Mandatory,Private,Long (20-40],Y24H5750430,0->9,Male,Other,71499.0,Limited,Outer
Y24H5750436P04T01,Y24H5750436,Y24H5750436P04,1,8,517,8,533,Accommodation,Survey Home,At Home,Go home,Whittlesea (C),Place of education,Primary School,Education,At school,Hume (C),16,16.0,7.0946,Vehicle Passenger,Education,387,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7.0946,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,401.055936732,414.183328678,738.145247746,384.380083483,445.449426509,471.376092556,0.0,436.315380021,394.108991634,411.387266998,457.561665085,MELB - Outer,Greater Melbourne,Weekday,8.616666666666667,8.883333333333333,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Medium (10-20],Y24H5750436,0->9,Female,Student,18199.0,Limited,Outer
Y24H5760231P03T01,Y24H5760231,Y24H5760231P03,1,7,450,8,495,Accommodation,Survey Home,At Home,Go home,Manningham (C),Place of education,Tertiary,Education,At Uni/Tech,Whitehorse (C),45,45.0,24.53753,Vehicle Passenger,Education,195,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,45,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,24.53753,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,452.472416128,406.877106337,444.921092171,529.748222388,427.453521663,537.517267498,492.216711731,703.797887142,398.179749954,647.544007372,0.0,MELB - Outer,Greater Melbourne,Weekday,7.5,8.25,1,0,1,Morning Peak (6-9],Long (20-40],Mandatory,Private,Very Long (40+),Y24H5760231,20->29,Female,Student,220999.0,Moderate,Outer
Y24H5760232P03T01,Y24H5760232,Y24H5760232P03,1,8,525,8,530,Accommodation,Survey Home,At Home,Go home,Manningham (C),Place of education,Primary School,Education,At school,Manningham (C),5,5.0,1.21755,Vehicle Passenger,Education,396,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.21755,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,329.114222172,311.973468789,341.457704271,321.359599305,284.138582667,349.714603526,335.371114601,575.15089473,298.669352372,448.405647928,0.0,MELB - Outer,Greater Melbourne,Weekday,8.75,8.833333333333334,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5760232,0->9,Male,Student,168999.0,Moderate,Outer
Y24H5760310P02T01,Y24H5760310,Y24H5760310P02,1,8,525,8,530,Accommodation,Survey Home,At Home,Go home,Bayside (C),Place of education,Primary School,Education,At school,Bayside (C),5,5.0,0.37082,Walking,Education,405,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.37082,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1744.358895745,2067.614102625,1703.858350245,1625.898832677,1632.150036034,2065.975589018,1732.717107085,2460.538921111,2235.771065982,1847.589437775,0.0,MELB - Middle,Greater Melbourne,Weekday,8.75,8.833333333333334,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Active,Short (0-10],Y24H5760310,0->9,Female,Student,132247.17047619048,Limited,Middle
Y24H5760329P03T01,Y24H5760329,Y24H5760329P03,1,10,630,11,675,Accommodation,Survey Home,At Home,Go home,Bayside (C),Place of education,Tertiary,Education,At Uni/Tech,Maribyrnong (C),45,45.0,23.30882,Vehicle Driver,Education,190,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,45,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,23.30882,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,457.763314694,460.105126462,446.288594511,654.247267436,476.15542471,489.094209144,413.19759311,0.0,646.458741146,466.654449455,613.623459162,MELB - Middle,Greater Melbourne,Weekday,10.5,11.25,0,0,0,Late Morning (9-12],Long (20-40],Mandatory,Private,Very Long (40+),Y24H5760329,10->19,Female,Student,97499.0,Moderate,Middle
Y24H5760329P04T01,Y24H5760329,Y24H5760329P04,1,8,495,8,500,Accommodation,Survey Home,At Home,Go home,Bayside (C),Place of education,Secondary School,Education,At school,Bayside (C),5,5.0,2.55467,Vehicle Passenger,Education,435,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.55467,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,314.073986115,300.235794372,306.054104485,324.727267889,485.881919667,280.000174912,329.74566529,0.0,353.868302392,374.636332081,382.503618626,MELB - Middle,Greater Melbourne,Weekday,8.25,8.333333333333334,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5760329,10->19,Male,Student,97499.0,Moderate,Middle
Y24H5760331P03T01,Y24H5760331,Y24H5760331P03,1,8,519,8,522,Accommodation,Survey Home,At Home,Go home,Bayside (C),Place of education,Primary School,Education,At school,Bayside (C),3,3.0,1.5763,Vehicle Passenger,Education,410,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.5763,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,905.065596205,1059.628646738,884.873897699,849.075892721,855.756626811,1103.576529919,909.757035267,0.0,1071.781810523,1071.339096059,1397.08341928,MELB - Middle,Greater Melbourne,Weekday,8.65,8.7,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5760331,0->9,Male,Student,363999.0,Limited,Middle
Y24H5760331P03T07,Y24H5760331,Y24H5760331P03,7,18,1103,18,1108,Accommodation,Survey Home,At Home,Go home,Bayside (C),Place of education,Primary School,Education,Education (NEC),Bayside (C),5,5.0,1.5763,Vehicle Passenger,Education,66,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.5763,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,905.065596205,1059.628646738,884.873897699,849.075892721,855.756626811,1103.576529919,909.757035267,0.0,1071.781810523,1071.339096059,1397.08341928,MELB - Middle,Greater Melbourne,Weekday,18.383333333333333,18.466666666666665,0,1,0,Evening Peak (15-19],Short (0-10],Mandatory,Private,Short (0-10],Y24H5760331,0->9,Male,Student,363999.0,Limited,Middle
Y24H5760424P03T01,Y24H5760424,Y24H5760424P03,1,8,510,8,515,Accommodation,Survey Home,At Home,Go home,Moonee Valley (C),Place of education,Primary School,Education,At school,Moonee Valley (C),5,5.0,1.25177,Vehicle Passenger,Education,405,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.25177,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1815.275383144,1873.458290006,1946.750358434,1833.051654397,0.0,1924.381233056,1814.585094245,1931.373191148,1821.527679191,1676.15722754,2840.904158722,MELB - Middle,Greater Melbourne,Weekday,8.5,8.583333333333334,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5760424,0->9,Male,Student,97499.0,Limited,Middle
Y24H5760511P05T01,Y24H5760511,Y24H5760511P05,1,6,411,7,470,Accommodation,Survey Home,At Home,Go home,Wyndham (C),Place of education,Primary School,Education,At school,Stonnington (C),59,59.0,29.00602,Vehicle Passenger,Education,450,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,59,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,29.00602,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,903.119399101,1237.976010062,1028.764268418,919.87648051,1039.486924027,899.887743169,1244.302395209,1062.626249347,842.055686343,868.245870857,0.0,MELB - Outer,Greater Melbourne,Weekday,6.85,7.833333333333333,0,0,0,Morning Peak (6-9],Long (20-40],Mandatory,Private,Very Long (40+),Y24H5760511,10->19,Female,Student,363999.0,Limited,Outer
Y24H5760511P05T03,Y24H5760511,Y24H5760511P05,3,18,1125,18,1135,Accommodation,Survey Home,At Home,Go home,Wyndham (C),Place of education,Education NEC,Education,At school,Wyndham (C),10,10.0,4.57786,Vehicle Passenger,Education,87,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.57786,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,903.119399101,1237.976010062,1028.764268418,919.87648051,1039.486924027,899.887743169,1244.302395209,1062.626249347,842.055686343,868.245870857,0.0,MELB - Outer,Greater Melbourne,Weekday,18.75,18.916666666666668,0,1,0,Evening Peak (15-19],Short (0-10],Mandatory,Private,Short (0-10],Y24H5760511,10->19,Female,Student,363999.0,Limited,Outer
Y24H5760511P06T01,Y24H5760511,Y24H5760511P06,1,6,411,7,470,Accommodation,Survey Home,At Home,Go home,Wyndham (C),Place of education,Primary School,Education,At school,Stonnington (C),59,59.0,29.00602,Vehicle Passenger,Education,450,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,59,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,29.00602,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,873.50610279,1114.84665921,1368.841446033,886.208776178,1015.642799269,782.475438798,1224.16601412,874.710135889,833.157911949,806.812365962,0.0,MELB - Outer,Greater Melbourne,Weekday,6.85,7.833333333333333,0,0,0,Morning Peak (6-9],Long (20-40],Mandatory,Private,Very Long (40+),Y24H5760511,0->9,Male,Student,363999.0,Limited,Outer
Y24H5760523P03T01,Y24H5760523,Y24H5760523P03,1,8,483,8,494,Accommodation,Survey Home,At Home,Go home,Wyndham (C),Place of education,Primary School,Education,At school,Wyndham (C),11,11.0,5.73664,Vehicle Passenger,Education,412,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5.73664,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,666.498042062,0.0,717.07078078,655.674283816,726.120048257,688.569401475,911.108110723,787.784766792,682.324091461,643.401808129,759.367792769,MELB - Outer,Greater Melbourne,Weekday,8.05,8.233333333333333,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Medium (10-20],Y24H5760523,10->19,Female,Student,168999.0,Limited,Outer
Y24H5760523P04T01,Y24H5760523,Y24H5760523P04,1,8,483,8,494,Accommodation,Survey Home,At Home,Go home,Wyndham (C),Place of education,Primary School,Education,At school,Wyndham (C),11,11.0,5.73664,Vehicle Passenger,Education,412,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5.73664,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,664.788583871,0.0,715.156771318,654.076524731,724.142828043,686.922514989,908.530892328,785.844470484,680.657457533,641.828613243,757.628603495,MELB - Outer,Greater Melbourne,Weekday,8.05,8.233333333333333,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Medium (10-20],Y24H5760523,10->19,Female,Student,168999.0,Limited,Outer
Y24H5760523P05T01,Y24H5760523,Y24H5760523P05,1,8,483,8,494,Accommodation,Survey Home,At Home,Go home,Wyndham (C),Place of education,Primary School,Education,At school,Wyndham (C),11,11.0,5.73664,Vehicle Passenger,Education,412,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5.73664,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,636.484431989,0.0,942.733063565,625.949764088,698.382415039,592.913030568,880.506047814,640.467781107,668.222262864,591.391413219,734.104697228,MELB - Outer,Greater Melbourne,Weekday,8.05,8.233333333333333,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Medium (10-20],Y24H5760523,0->9,Male,Student,168999.0,Limited,Outer
Y24H5760525P03T01,Y24H5760525,Y24H5760525P03,1,7,453,8,484,Accommodation,Survey Home,At Home,Go home,Wyndham (C),Place of education,Secondary School,Education,At school,Hobsons Bay (C),31,31.0,16.78067,Vehicle Passenger,Education,436,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,31,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16.78067,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,850.03112152,0.0,1201.527086968,896.946012088,919.15559436,868.768885988,1005.198670292,1046.327021883,814.070256588,826.557358005,1017.30364458,MELB - Outer,Greater Melbourne,Weekday,7.55,8.066666666666666,1,0,1,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Long (20-40],Y24H5760525,10->19,Male,Student,142999.0,Moderate,Outer
